producto,fecha,cantidad
arroz,2025-05-11,46
pollo,2025-05-11,42
aguacate,2025-05-11,29
chile,2025-05-11,31
jitomate,2025-05-12,33
cebolla,2025-05-12,31
huevo,2025-05-12,65
tortilla,2025-05-12,97
leche,2025-05-12,45
frijol,2025-05-12,30
arroz,2025-05-12,33
pollo,2025-05-12,47
aguacate,2025-05-12,20
chile,2025-05-12,18
jitomate,2025-05-13,49
cebolla,2025-05-13,40
huevo,2025-05-13,63
tortilla,2025-05-13,73
leche,2025-05-13,51
frijol,2025-05-13,30
arroz,2025-05-13,32
pollo,2025-05-13,43
aguacate,2025-05-13,30
chile,2025-05-13,18
jitomate,2025-05-14,45
cebolla,2025-05-14,32
huevo,2025-05-14,77
tortilla,2025-05-14,136
leche,2025-05-14,83
frijol,2025-05-14,34
arroz,2025-05-14,37
pollo,2025-05-14,45
aguacate,2025-05-14,34
chile,2025-05-14,21
jitomate,2025-05-15,52
cebolla,2025-05-15,39
huevo,2025-05-15,78
tortilla,2025-05-15,150
leche,2025-05-15,57
frijol,2025-05-15,45
arroz,2025-05-15,33
pollo,2025-05-15,40
aguacate,2025-05-15,26
chile,2025-05-15,26
jitomate,2025-05-16,52
cebolla,2025-05-16,46
huevo,2025-05-16,69
tortilla,2025-05-16,88
leche,2025-05-16,62
frijol,2025-05-16,34
arroz,2025-05-16,29
pollo,2025-05-16,45
aguacate,2025-05-16,31
chile,2025-05-16,21
jitomate,2025-05-17,48
cebolla,2025-05-17,34
huevo,2025-05-17,80
tortilla,2025-05-17,131
leche,2025-05-17,96
frijol,2025-05-17,40
arroz,2025-05-17,31
pollo,2025-05-17,37
aguacate,2025-05-17,30
chile,2025-05-17,30
jitomate,2025-05-18,60
cebolla,2025-05-18,38
huevo,2025-05-18,94
tortilla,2025-05-18,148
leche,2025-05-18,83
frijol,2025-05-18,29
arroz,2025-05-18,41
pollo,2025-05-18,39
aguacate,2025-05-18,26
chile,2025-05-18,20
jitomate,2025-05-19,40
cebolla,2025-05-19,25
huevo,2025-05-19,70
tortilla,2025-05-19,94
leche,2025-05-19,46
frijol,2025-05-19,28
arroz,2025-05-19,36
pollo,2025-05-19,39
aguacate,2025-05-19,21
chile,2025-05-19,18
jitomate,2025-05-20,41
cebolla,2025-05-20,28
huevo,2025-05-20,47
tortilla,2025-05-20,89
leche,2025-05-20,62
frijol,2025-05-20,23
arroz,2025-05-20,21
pollo,2025-05-20,36
aguacate,2025-05-20,27
chile,2025-05-20,14
jitomate,2025-05-21,43
cebolla,2025-05-21,33
huevo,2025-05-21,68
tortilla,2025-05-21,102
leche,2025-05-21,57
frijol,2025-05-21,20
arroz,2025-05-21,32
pollo,2025-05-21,44
aguacate,2025-05-21,22
chile,2025-05-21,20
jitomate,2025-05-22,36
cebolla,2025-05-22,38
huevo,2025-05-22,57
tortilla,2025-05-22,118
leche,2025-05-22,50
frijol,2025-05-22,29
arroz,2025-05-22,27
pollo,2025-05-22,47
aguacate,2025-05-22,16
chile,2025-05-22,20
jitomate,2025-05-23,29
cebolla,2025-05-23,26
huevo,2025-05-23,81
tortilla,2025-05-23,107
leche,2025-05-23,37
frijol,2025-05-23,26
arroz,2025-05-23,27
pollo,2025-05-23,40
aguacate,2025-05-23,30
chile,2025-05-23,21
jitomate,2025-05-24,58
cebolla,2025-05-24,44
huevo,2025-05-24,68
tortilla,2025-05-24,136
leche,2025-05-24,78
frijol,2025-05-24,31
arroz,2025-05-24,35
pollo,2025-05-24,58
aguacate,2025-05-24,31
chile,2025-05-24,20
jitomate,2025-05-25,51
cebolla,2025-05-25,38
huevo,2025-05-25,81
tortilla,2025-05-25,122
leche,2025-05-25,66
frijol,2025-05-25,43
arroz,2025-05-25,43
pollo,2025-05-25,58
aguacate,2025-05-25,22
chile,2025-05-25,25
jitomate,2025-05-26,49
cebolla,2025-05-26,35
huevo,2025-05-26,57
tortilla,2025-05-26,84
leche,2025-05-26,60
frijol,2025-05-26,25
arroz,2025-05-26,32
pollo,2025-05-26,38
aguacate,2025-05-26,23
chile,2025-05-26,19
jitomate,2025-05-27,37
cebolla,2025-05-27,40
huevo,2025-05-27,68
tortilla,2025-05-27,114
leche,2025-05-27,48
frijol,2025-05-27,24
arroz,2025-05-27,28
pollo,2025-05-27,32
aguacate,2025-05-27,25
chile,2025-05-27,21
jitomate,2025-05-28,39
cebolla,2025-05-28,30
huevo,2025-05-28,67
tortilla,2025-05-28,84
leche,2025-05-28,49
frijol,2025-05-28,32
arroz,2025-05-28,26
pollo,2025-05-28,34
aguacate,2025-05-28,32
chile,2025-05-28,13
jitomate,2025-05-29,43
cebolla,2025-05-29,50
huevo,2025-05-29,74
tortilla,2025-05-29,127
leche,2025-05-29,86
frijol,2025-05-29,29
arroz,2025-05-29,33
pollo,2025-05-29,49
aguacate,2025-05-29,29
chile,2025-05-29,22
jitomate,2025-05-30,51
cebolla,2025-05-30,32
huevo,2025-05-30,84
tortilla,2025-05-30,133
leche,2025-05-30,64
frijol,2025-05-30,32
arroz,2025-05-30,40
pollo,2025-05-30,42
aguacate,2025-05-30,28
chile,2025-05-30,23
jitomate,2025-05-31,83
cebolla,2025-05-31,51
huevo,2025-05-31,101
tortilla,2025-05-31,150
leche,2025-05-31,80
frijol,2025-05-31,36
arroz,2025-05-31,41
pollo,2025-05-31,67
aguacate,2025-05-31,34
chile,2025-05-31,31
jitomate,2025-06-01,60
cebolla,2025-06-01,39
huevo,2025-06-01,91
tortilla,2025-06-01,177
leche,2025-06-01,76
frijol,2025-06-01,37
arroz,2025-06-01,43
pollo,2025-06-01,54
aguacate,2025-06-01,37
chile,2025-06-01,27
jitomate,2025-06-02,39
cebolla,2025-06-02,28
huevo,2025-06-02,63
tortilla,2025-06-02,94
leche,2025-06-02,52
frijol,2025-06-02,27
arroz,2025-06-02,28
pollo,2025-06-02,41
aguacate,2025-06-02,24
chile,2025-06-02,22
jitomate,2025-06-03,40
cebolla,2025-06-03,31
huevo,2025-06-03,54
tortilla,2025-06-03,90
leche,2025-06-03,56
frijol,2025-06-03,24
arroz,2025-06-03,34
pollo,2025-06-03,35
aguacate,2025-06-03,27
chile,2025-06-03,15
jitomate,2025-06-04,38
cebolla,2025-06-04,28
huevo,2025-06-04,69
tortilla,2025-06-04,99
leche,2025-06-04,49
frijol,2025-06-04,23
arroz,2025-06-04,28
pollo,2025-06-04,39
aguacate,2025-06-04,25
chile,2025-06-04,18
jitomate,2025-06-05,37
cebolla,2025-06-05,30
huevo,2025-06-05,61
tortilla,2025-06-05,93
leche,2025-06-05,47
frijol,2025-06-05,32
arroz,2025-06-05,25
pollo,2025-06-05,43
aguacate,2025-06-05,27
chile,2025-06-05,21
jitomate,2025-06-06,51
cebolla,2025-06-06,33
huevo,2025-06-06,57
tortilla,2025-06-06,83
leche,2025-06-06,45
frijol,2025-06-06,28
arroz,2025-06-06,22
pollo,2025-06-06,28
aguacate,2025-06-06,27
chile,2025-06-06,21
jitomate,2025-06-07,55
cebolla,2025-06-07,44
huevo,2025-06-07,87
tortilla,2025-06-07,114
leche,2025-06-07,51
frijol,2025-06-07,39
arroz,2025-06-07,39
pollo,2025-06-07,36
aguacate,2025-06-07,29
chile,2025-06-07,22
jitomate,2025-06-08,51
cebolla,2025-06-08,37
huevo,2025-06-08,84
tortilla,2025-06-08,113
leche,2025-06-08,54
frijol,2025-06-08,36
arroz,2025-06-08,39
pollo,2025-06-08,36
aguacate,2025-06-08,30
chile,2025-06-08,27
jitomate,2025-06-09,39
cebolla,2025-06-09,31
huevo,2025-06-09,53
tortilla,2025-06-09,66
leche,2025-06-09,54
frijol,2025-06-09,25
arroz,2025-06-09,30
pollo,2025-06-09,34
aguacate,2025-06-09,21
chile,2025-06-09,18
jitomate,2025-06-10,40
cebolla,2025-06-10,34
huevo,2025-06-10,56
tortilla,2025-06-10,71
leche,2025-06-10,51
frijol,2025-06-10,20
arroz,2025-06-10,17
pollo,2025-06-10,29
aguacate,2025-06-10,21
chile,2025-06-10,16
jitomate,2025-06-11,31
cebolla,2025-06-11,29
huevo,2025-06-11,71
tortilla,2025-06-11,101
leche,2025-06-11,50
frijol,2025-06-11,28
arroz,2025-06-11,26
pollo,2025-06-11,30
aguacate,2025-06-11,24
chile,2025-06-11,15
jitomate,2025-06-12,42
cebolla,2025-06-12,30
huevo,2025-06-12,57
tortilla,2025-06-12,84
leche,2025-06-12,59
frijol,2025-06-12,19
arroz,2025-06-12,29
pollo,2025-06-12,33
aguacate,2025-06-12,20
chile,2025-06-12,18
jitomate,2025-06-13,42
cebolla,2025-06-13,30
huevo,2025-06-13,62
tortilla,2025-06-13,109
leche,2025-06-13,45
frijol,2025-06-13,27
arroz,2025-06-13,21
pollo,2025-06-13,37
aguacate,2025-06-13,16
chile,2025-06-13,20
jitomate,2025-06-14,60
cebolla,2025-06-14,50
huevo,2025-06-14,76
tortilla,2025-06-14,147
leche,2025-06-14,91
frijol,2025-06-14,44
arroz,2025-06-14,45
pollo,2025-06-14,57
aguacate,2025-06-14,42
chile,2025-06-14,32
jitomate,2025-06-15,59
cebolla,2025-06-15,45
huevo,2025-06-15,88
tortilla,2025-06-15,145
leche,2025-06-15,67
frijol,2025-06-15,27
arroz,2025-06-15,44
pollo,2025-06-15,59
aguacate,2025-06-15,37
chile,2025-06-15,34
jitomate,2025-06-16,40
cebolla,2025-06-16,35
huevo,2025-06-16,59
tortilla,2025-06-16,117
leche,2025-06-16,62
frijol,2025-06-16,29
arroz,2025-06-16,35
pollo,2025-06-16,39
aguacate,2025-06-16,23
chile,2025-06-16,28
jitomate,2025-06-17,45
cebolla,2025-06-17,29
huevo,2025-06-17,46
tortilla,2025-06-17,87
leche,2025-06-17,54
frijol,2025-06-17,26
arroz,2025-06-17,32
pollo,2025-06-17,41
aguacate,2025-06-17,22
chile,2025-06-17,17
jitomate,2025-06-18,37
cebolla,2025-06-18,28
huevo,2025-06-18,68
tortilla,2025-06-18,84
leche,2025-06-18,37
frijol,2025-06-18,27
arroz,2025-06-18,28
pollo,2025-06-18,33
aguacate,2025-06-18,16
chile,2025-06-18,21
jitomate,2025-06-19,44
cebolla,2025-06-19,25
huevo,2025-06-19,61
tortilla,2025-06-19,75
leche,2025-06-19,40
frijol,2025-06-19,17
arroz,2025-06-19,31
pollo,2025-06-19,40
aguacate,2025-06-19,21
chile,2025-06-19,18
jitomate,2025-06-20,51
cebolla,2025-06-20,27
huevo,2025-06-20,49
tortilla,2025-06-20,92
leche,2025-06-20,54
frijol,2025-06-20,24
arroz,2025-06-20,22
pollo,2025-06-20,31
aguacate,2025-06-20,24
chile,2025-06-20,20
jitomate,2025-06-21,39
cebolla,2025-06-21,32
huevo,2025-06-21,66
tortilla,2025-06-21,117
leche,2025-06-21,87
frijol,2025-06-21,31
arroz,2025-06-21,37
pollo,2025-06-21,40
aguacate,2025-06-21,40
chile,2025-06-21,21
jitomate,2025-06-22,48
cebolla,2025-06-22,40
huevo,2025-06-22,63
tortilla,2025-06-22,131
leche,2025-06-22,65
frijol,2025-06-22,28
arroz,2025-06-22,33
pollo,2025-06-22,33
aguacate,2025-06-22,26
chile,2025-06-22,15
jitomate,2025-06-23,37
cebolla,2025-06-23,28
huevo,2025-06-23,55
tortilla,2025-06-23,82
leche,2025-06-23,44
frijol,2025-06-23,30
arroz,2025-06-23,34
pollo,2025-06-23,34
aguacate,2025-06-23,26
chile,2025-06-23,17
jitomate,2025-06-24,38
cebolla,2025-06-24,26
huevo,2025-06-24,66
tortilla,2025-06-24,98
leche,2025-06-24,40
frijol,2025-06-24,26
arroz,2025-06-24,26
pollo,2025-06-24,30
aguacate,2025-06-24,22
chile,2025-06-24,13
jitomate,2025-06-25,37
cebolla,2025-06-25,39
huevo,2025-06-25,64
tortilla,2025-06-25,75
leche,2025-06-25,54
frijol,2025-06-25,25
arroz,2025-06-25,27
pollo,2025-06-25,32
aguacate,2025-06-25,22
chile,2025-06-25,16
jitomate,2025-06-26,39
cebolla,2025-06-26,33
huevo,2025-06-26,67
tortilla,2025-06-26,72
leche,2025-06-26,46
frijol,2025-06-26,31
arroz,2025-06-26,36
pollo,2025-06-26,37
aguacate,2025-06-26,27
chile,2025-06-26,21
jitomate,2025-06-27,39
cebolla,2025-06-27,21
huevo,2025-06-27,59
tortilla,2025-06-27,73
leche,2025-06-27,51
frijol,2025-06-27,32
arroz,2025-06-27,29
pollo,2025-06-27,31
aguacate,2025-06-27,18
chile,2025-06-27,13
jitomate,2025-06-28,37
cebolla,2025-06-28,49
huevo,2025-06-28,88
tortilla,2025-06-28,115
leche,2025-06-28,64
frijol,2025-06-28,32
arroz,2025-06-28,36
pollo,2025-06-28,55
aguacate,2025-06-28,30
chile,2025-06-28,16
jitomate,2025-06-29,75
cebolla,2025-06-29,35
huevo,2025-06-29,92
tortilla,2025-06-29,116
leche,2025-06-29,82
frijol,2025-06-29,33
arroz,2025-06-29,36
pollo,2025-06-29,48
aguacate,2025-06-29,40
chile,2025-06-29,28
jitomate,2025-06-30,55
cebolla,2025-06-30,45
huevo,2025-06-30,78
tortilla,2025-06-30,122
leche,2025-06-30,53
frijol,2025-06-30,31
arroz,2025-06-30,29
pollo,2025-06-30,47
aguacate,2025-06-30,31
chile,2025-06-30,26
jitomate,2025-07-01,51
cebolla,2025-07-01,43
huevo,2025-07-01,75
tortilla,2025-07-01,105
leche,2025-07-01,69
frijol,2025-07-01,35
arroz,2025-07-01,48
pollo,2025-07-01,50
aguacate,2025-07-01,23
chile,2025-07-01,20
jitomate,2025-07-02,33
cebolla,2025-07-02,31
huevo,2025-07-02,51
tortilla,2025-07-02,111
leche,2025-07-02,49
frijol,2025-07-02,28
arroz,2025-07-02,29
pollo,2025-07-02,38
aguacate,2025-07-02,19
chile,2025-07-02,18
jitomate,2025-07-03,38
cebolla,2025-07-03,30
huevo,2025-07-03,62
tortilla,2025-07-03,101
leche,2025-07-03,47
frijol,2025-07-03,29
arroz,2025-07-03,30
pollo,2025-07-03,44
aguacate,2025-07-03,11
chile,2025-07-03,17
jitomate,2025-07-04,49
cebolla,2025-07-04,19
huevo,2025-07-04,75
tortilla,2025-07-04,93
leche,2025-07-04,35
frijol,2025-07-04,28
arroz,2025-07-04,24
pollo,2025-07-04,31
aguacate,2025-07-04,27
chile,2025-07-04,17
jitomate,2025-07-05,45
cebolla,2025-07-05,52
huevo,2025-07-05,91
tortilla,2025-07-05,113
leche,2025-07-05,58
frijol,2025-07-05,32
arroz,2025-07-05,46
pollo,2025-07-05,40
aguacate,2025-07-05,24
chile,2025-07-05,28
jitomate,2025-07-06,51
cebolla,2025-07-06,40
huevo,2025-07-06,86
tortilla,2025-07-06,112
leche,2025-07-06,42
frijol,2025-07-06,32
arroz,2025-07-06,44
pollo,2025-07-06,62
aguacate,2025-07-06,29
chile,2025-07-06,24
jitomate,2025-07-07,49
cebolla,2025-07-07,33
huevo,2025-07-07,64
tortilla,2025-07-07,65
leche,2025-07-07,48
frijol,2025-07-07,26
arroz,2025-07-07,22
pollo,2025-07-07,34
aguacate,2025-07-07,28
chile,2025-07-07,18
jitomate,2025-07-08,32
cebolla,2025-07-08,22
huevo,2025-07-08,61
tortilla,2025-07-08,84
leche,2025-07-08,44
frijol,2025-07-08,26
arroz,2025-07-08,30
pollo,2025-07-08,37
aguacate,2025-07-08,24
chile,2025-07-08,15
jitomate,2025-07-09,37
cebolla,2025-07-09,29
huevo,2025-07-09,61
tortilla,2025-07-09,105
leche,2025-07-09,45
frijol,2025-07-09,23
arroz,2025-07-09,35
pollo,2025-07-09,37
aguacate,2025-07-09,18
chile,2025-07-09,18
jitomate,2025-07-10,33
cebolla,2025-07-10,25
huevo,2025-07-10,49
tortilla,2025-07-10,81
leche,2025-07-10,67
frijol,2025-07-10,29
arroz,2025-07-10,34
pollo,2025-07-10,42
aguacate,2025-07-10,22
chile,2025-07-10,19
jitomate,2025-07-11,41
cebolla,2025-07-11,26
huevo,2025-07-11,51
tortilla,2025-07-11,104
leche,2025-07-11,42
frijol,2025-07-11,26
arroz,2025-07-11,31
pollo,2025-07-11,40
aguacate,2025-07-11,24
chile,2025-07-11,15
jitomate,2025-07-12,57
cebolla,2025-07-12,39
huevo,2025-07-12,68
tortilla,2025-07-12,84
leche,2025-07-12,71
frijol,2025-07-12,25
arroz,2025-07-12,28
pollo,2025-07-12,59
aguacate,2025-07-12,24
chile,2025-07-12,22
jitomate,2025-07-13,54
cebolla,2025-07-13,40
huevo,2025-07-13,67
tortilla,2025-07-13,107
leche,2025-07-13,74
frijol,2025-07-13,32
arroz,2025-07-13,37
pollo,2025-07-13,31
aguacate,2025-07-13,27
chile,2025-07-13,27
jitomate,2025-07-14,45
cebolla,2025-07-14,33
huevo,2025-07-14,81
tortilla,2025-07-14,125
leche,2025-07-14,67
frijol,2025-07-14,29
arroz,2025-07-14,40
pollo,2025-07-14,56
aguacate,2025-07-14,33
chile,2025-07-14,18
jitomate,2025-07-15,73
cebolla,2025-07-15,31
huevo,2025-07-15,62
tortilla,2025-07-15,120
leche,2025-07-15,63
frijol,2025-07-15,34
arroz,2025-07-15,43
pollo,2025-07-15,51
aguacate,2025-07-15,24
chile,2025-07-15,23
jitomate,2025-07-16,59
cebolla,2025-07-16,44
huevo,2025-07-16,89
tortilla,2025-07-16,129
leche,2025-07-16,71
frijol,2025-07-16,29
arroz,2025-07-16,29
pollo,2025-07-16,47
aguacate,2025-07-16,26
chile,2025-07-16,27
jitomate,2025-07-17,35
cebolla,2025-07-17,29
huevo,2025-07-17,57
tortilla,2025-07-17,105
leche,2025-07-17,57
frijol,2025-07-17,26
arroz,2025-07-17,30
pollo,2025-07-17,44
aguacate,2025-07-17,17
chile,2025-07-17,20
jitomate,2025-07-18,47
cebolla,2025-07-18,36
huevo,2025-07-18,69
tortilla,2025-07-18,81
leche,2025-07-18,47
frijol,2025-07-18,28
arroz,2025-07-18,26
pollo,2025-07-18,35
aguacate,2025-07-18,17
chile,2025-07-18,15
jitomate,2025-07-19,56
cebolla,2025-07-19,37
huevo,2025-07-19,71
tortilla,2025-07-19,116
leche,2025-07-19,69
frijol,2025-07-19,32
arroz,2025-07-19,38
pollo,2025-07-19,47
aguacate,2025-07-19,28
chile,2025-07-19,24
jitomate,2025-07-20,46
cebolla,2025-07-20,37
huevo,2025-07-20,58
tortilla,2025-07-20,98
leche,2025-07-20,54
frijol,2025-07-20,31
arroz,2025-07-20,43
pollo,2025-07-20,46
aguacate,2025-07-20,30
chile,2025-07-20,20
jitomate,2025-07-21,43
cebolla,2025-07-21,38
huevo,2025-07-21,60
tortilla,2025-07-21,80
leche,2025-07-21,42
frijol,2025-07-21,27
arroz,2025-07-21,25
pollo,2025-07-21,40
aguacate,2025-07-21,19
chile,2025-07-21,14
jitomate,2025-07-22,44
cebolla,2025-07-22,25
huevo,2025-07-22,67
tortilla,2025-07-22,106
leche,2025-07-22,46
frijol,2025-07-22,26
arroz,2025-07-22,35
pollo,2025-07-22,33
aguacate,2025-07-22,28
chile,2025-07-22,17
jitomate,2025-07-23,35
cebolla,2025-07-23,31
huevo,2025-07-23,63
tortilla,2025-07-23,107
leche,2025-07-23,58
frijol,2025-07-23,27
arroz,2025-07-23,31
pollo,2025-07-23,37
aguacate,2025-07-23,25
chile,2025-07-23,17
jitomate,2025-07-24,34
cebolla,2025-07-24,32
huevo,2025-07-24,86
tortilla,2025-07-24,103
leche,2025-07-24,46
frijol,2025-07-24,31
arroz,2025-07-24,21
pollo,2025-07-24,34
aguacate,2025-07-24,24
chile,2025-07-24,17
jitomate,2025-07-25,37
cebolla,2025-07-25,30
huevo,2025-07-25,56
tortilla,2025-07-25,81
leche,2025-07-25,43
frijol,2025-07-25,20
arroz,2025-07-25,24
pollo,2025-07-25,35
aguacate,2025-07-25,26
chile,2025-07-25,17
jitomate,2025-07-26,43
cebolla,2025-07-26,49
huevo,2025-07-26,66
tortilla,2025-07-26,121
leche,2025-07-26,57
frijol,2025-07-26,30
arroz,2025-07-26,39
pollo,2025-07-26,50
aguacate,2025-07-26,35
chile,2025-07-26,26
jitomate,2025-07-27,54
cebolla,2025-07-27,44
huevo,2025-07-27,67
tortilla,2025-07-27,141
leche,2025-07-27,72
frijol,2025-07-27,36
arroz,2025-07-27,40
pollo,2025-07-27,36
aguacate,2025-07-27,24
chile,2025-07-27,24
jitomate,2025-07-28,42
cebolla,2025-07-28,33
huevo,2025-07-28,62
tortilla,2025-07-28,89
leche,2025-07-28,61
frijol,2025-07-28,27
arroz,2025-07-28,32
pollo,2025-07-28,42
aguacate,2025-07-28,27
chile,2025-07-28,19
jitomate,2025-07-29,57
cebolla,2025-07-29,40
huevo,2025-07-29,89
tortilla,2025-07-29,154
leche,2025-07-29,54
frijol,2025-07-29,28
arroz,2025-07-29,44
pollo,2025-07-29,46
aguacate,2025-07-29,26
chile,2025-07-29,21
jitomate,2025-07-30,58
cebolla,2025-07-30,41
huevo,2025-07-30,100
tortilla,2025-07-30,113
leche,2025-07-30,72
frijol,2025-07-30,40
arroz,2025-07-30,28
pollo,2025-07-30,38
aguacate,2025-07-30,29
chile,2025-07-30,21
jitomate,2025-07-31,48
cebolla,2025-07-31,34
huevo,2025-07-31,75
tortilla,2025-07-31,99
leche,2025-07-31,52
frijol,2025-07-31,34
arroz,2025-07-31,36
pollo,2025-07-31,51
aguacate,2025-07-31,30
chile,2025-07-31,24
jitomate,2025-08-01,56
cebolla,2025-08-01,32
huevo,2025-08-01,69
tortilla,2025-08-01,117
leche,2025-08-01,71
frijol,2025-08-01,34
arroz,2025-08-01,34
pollo,2025-08-01,43
aguacate,2025-08-01,29
chile,2025-08-01,19
jitomate,2025-08-02,59
cebolla,2025-08-02,44
huevo,2025-08-02,89
tortilla,2025-08-02,134
leche,2025-08-02,75
frijol,2025-08-02,23
arroz,2025-08-02,38
pollo,2025-08-02,36
aguacate,2025-08-02,25
chile,2025-08-02,23
jitomate,2025-08-03,61
cebolla,2025-08-03,41
huevo,2025-08-03,81
tortilla,2025-08-03,148
leche,2025-08-03,67
frijol,2025-08-03,28
arroz,2025-08-03,29
pollo,2025-08-03,40
aguacate,2025-08-03,29
chile,2025-08-03,18
jitomate,2025-08-04,43
cebolla,2025-08-04,31
huevo,2025-08-04,54
tortilla,2025-08-04,91
leche,2025-08-04,54
frijol,2025-08-04,23
arroz,2025-08-04,31
pollo,2025-08-04,31
aguacate,2025-08-04,24
chile,2025-08-04,22
jitomate,2025-08-05,42
cebolla,2025-08-05,24
huevo,2025-08-05,61
tortilla,2025-08-05,91
leche,2025-08-05,44
frijol,2025-08-05,20
arroz,2025-08-05,26
pollo,2025-08-05,40
aguacate,2025-08-05,25
chile,2025-08-05,21
jitomate,2025-08-06,40
cebolla,2025-08-06,39
huevo,2025-08-06,52
tortilla,2025-08-06,96
leche,2025-08-06,48
frijol,2025-08-06,31
arroz,2025-08-06,28
pollo,2025-08-06,30
aguacate,2025-08-06,23
chile,2025-08-06,15
jitomate,2025-08-07,35
cebolla,2025-08-07,34
huevo,2025-08-07,60
tortilla,2025-08-07,102
leche,2025-08-07,43
frijol,2025-08-07,30
arroz,2025-08-07,27
pollo,2025-08-07,25
aguacate,2025-08-07,19
chile,2025-08-07,14
jitomate,2025-08-08,31
cebolla,2025-08-08,32
huevo,2025-08-08,63
tortilla,2025-08-08,98
leche,2025-08-08,44
frijol,2025-08-08,27
arroz,2025-08-08,22
pollo,2025-08-08,32
aguacate,2025-08-08,21
chile,2025-08-08,16
jitomate,2025-08-09,53
cebolla,2025-08-09,39
huevo,2025-08-09,84
tortilla,2025-08-09,122
leche,2025-08-09,74
frijol,2025-08-09,30
arroz,2025-08-09,40
pollo,2025-08-09,47
aguacate,2025-08-09,30
chile,2025-08-09,24
jitomate,2025-08-10,35
cebolla,2025-08-10,50
huevo,2025-08-10,67
tortilla,2025-08-10,103
leche,2025-08-10,62
frijol,2025-08-10,26
arroz,2025-08-10,46
pollo,2025-08-10,41
aguacate,2025-08-10,26
chile,2025-08-10,20
jitomate,2025-08-11,43
cebolla,2025-08-11,36
huevo,2025-08-11,62
tortilla,2025-08-11,80
leche,2025-08-11,60
frijol,2025-08-11,26
arroz,2025-08-11,25
pollo,2025-08-11,35
aguacate,2025-08-11,22
chile,2025-08-11,19
jitomate,2025-08-12,40
cebolla,2025-08-12,30
huevo,2025-08-12,77
tortilla,2025-08-12,128
leche,2025-08-12,51
frijol,2025-08-12,22
arroz,2025-08-12,24
pollo,2025-08-12,39
aguacate,2025-08-12,17
chile,2025-08-12,18
jitomate,2025-08-13,42
cebolla,2025-08-13,31
huevo,2025-08-13,56
tortilla,2025-08-13,115
leche,2025-08-13,56
frijol,2025-08-13,23
arroz,2025-08-13,31
pollo,2025-08-13,34
aguacate,2025-08-13,20
chile,2025-08-13,17
jitomate,2025-08-14,59
cebolla,2025-08-14,34
huevo,2025-08-14,74
tortilla,2025-08-14,130
leche,2025-08-14,65
frijol,2025-08-14,32
arroz,2025-08-14,32
pollo,2025-08-14,59
aguacate,2025-08-14,31
chile,2025-08-14,15
jitomate,2025-08-15,60
cebolla,2025-08-15,30
huevo,2025-08-15,60
tortilla,2025-08-15,101
leche,2025-08-15,74
frijol,2025-08-15,30
arroz,2025-08-15,36
pollo,2025-08-15,33
aguacate,2025-08-15,32
chile,2025-08-15,22
jitomate,2025-08-16,52
cebolla,2025-08-16,51
huevo,2025-08-16,105
tortilla,2025-08-16,148
leche,2025-08-16,97
frijol,2025-08-16,44
arroz,2025-08-16,56
pollo,2025-08-16,56
aguacate,2025-08-16,36
chile,2025-08-16,33
jitomate,2025-08-17,61
cebolla,2025-08-17,37
huevo,2025-08-17,100
tortilla,2025-08-17,119
leche,2025-08-17,65
frijol,2025-08-17,35
arroz,2025-08-17,32
pollo,2025-08-17,34
aguacate,2025-08-17,37
chile,2025-08-17,27
jitomate,2025-08-18,34
cebolla,2025-08-18,31
huevo,2025-08-18,66
tortilla,2025-08-18,83
leche,2025-08-18,61
frijol,2025-08-18,23
arroz,2025-08-18,32
pollo,2025-08-18,32
aguacate,2025-08-18,24
chile,2025-08-18,22
jitomate,2025-08-19,43
cebolla,2025-08-19,28
huevo,2025-08-19,62
tortilla,2025-08-19,100
leche,2025-08-19,47
frijol,2025-08-19,24
arroz,2025-08-19,35
pollo,2025-08-19,42
aguacate,2025-08-19,20
chile,2025-08-19,14
jitomate,2025-08-20,32
cebolla,2025-08-20,25
huevo,2025-08-20,57
tortilla,2025-08-20,89
leche,2025-08-20,40
frijol,2025-08-20,26
arroz,2025-08-20,16
pollo,2025-08-20,36
aguacate,2025-08-20,27
chile,2025-08-20,15
jitomate,2025-08-21,23
cebolla,2025-08-21,31
huevo,2025-08-21,66
tortilla,2025-08-21,84
leche,2025-08-21,52
frijol,2025-08-21,30
arroz,2025-08-21,35
pollo,2025-08-21,38
aguacate,2025-08-21,18
chile,2025-08-21,18
jitomate,2025-08-22,34
cebolla,2025-08-22,30
huevo,2025-08-22,58
tortilla,2025-08-22,82
leche,2025-08-22,61
frijol,2025-08-22,24
arroz,2025-08-22,22
pollo,2025-08-22,37
aguacate,2025-08-22,24
chile,2025-08-22,18
jitomate,2025-08-23,46
cebolla,2025-08-23,36
huevo,2025-08-23,71
tortilla,2025-08-23,108
leche,2025-08-23,58
frijol,2025-08-23,31
arroz,2025-08-23,29
pollo,2025-08-23,47
aguacate,2025-08-23,25
chile,2025-08-23,26
jitomate,2025-08-24,55
cebolla,2025-08-24,48
huevo,2025-08-24,62
tortilla,2025-08-24,142
leche,2025-08-24,64
frijol,2025-08-24,36
arroz,2025-08-24,41
pollo,2025-08-24,52
aguacate,2025-08-24,29
chile,2025-08-24,25
jitomate,2025-08-25,39
cebolla,2025-08-25,33
huevo,2025-08-25,52
tortilla,2025-08-25,95
leche,2025-08-25,62
